age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48,technician,married,professional.course,no,no,no,cellular,jul,tue,288,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,yes
48,self-employed,married,basic.9y,unknown,yes,no,telephone,may,tue,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
38,admin,married,university.degree,no,yes,no,cellular,aug,tue,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
27,admin,married,high.school,no,yes,yes,cellular,jul,mon,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
29,bluecollar,single,basic.9y,no,no,no,telephone,jun,mon,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
34,student,single,basic.4y,unknown,yes,no,telephone,may,thu,1185,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
40,admin,divorced,university.degree,no,yes,yes,cellular,aug,wed,65,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
42,bluecollar,married,basic.4y,no,no,no,cellular,may,mon,212,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
36,services,married,high.school,unknown,no,no,telephone,may,mon,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
47,management,married,university.degree,no,no,no,cellular,apr,mon,51,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
30,services,single,basic.9y,no,yes,no,cellular,jul,wed,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
47,admin,married,basic.9y,no,no,no,cellular,nov,thu,164,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
32,bluecollar,married,basic.9y,no,yes,no,cellular,may,fri,297,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes
38,technician,single,high.school,no,no,no,cellular,aug,wed,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
53,bluecollar,married,high.school,no,yes,no,cellular,jul,tue,118,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
27,bluecollar,married,basic.9y,no,unknown,unknown,telephone,may,tue,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
41,services,married,high.school,unknown,yes,no,telephone,may,mon,679,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
48,admin,divorced,high.school,no,no,no,telephone,jul,mon,352,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
35,bluecollar,married,basic.6y,no,no,no,telephone,may,wed,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
35,admin,single,university.degree,no,yes,no,cellular,may,mon,8,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
28,admin,single,university.degree,no,no,yes,cellular,jul,fri,94,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
35,bluecollar,married,basic.9y,no,no,no,telephone,jun,tue,497,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
34,technician,married,high.school,no,no,no,cellular,jul,thu,481,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
28,bluecollar,married,basic.9y,unknown,no,no,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
49,bluecollar,divorced,basic.6y,unknown,no,no,cellular,jul,mon,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
50,technician,married,high.school,no,yes,no,cellular,dec,mon,229,1,999,1,failure,-3,92.713,-33,0.717,5023.5,yes
35,bluecollar,divorced,basic.9y,no,unknown,unknown,telephone,jun,mon,276,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
32,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
35,technician,single,professional.course,no,yes,no,cellular,may,mon,213,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
47,bluecollar,married,professional.course,no,yes,no,cellular,apr,tue,225,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
37,entrepreneur,single,basic.9y,no,yes,no,cellular,may,tue,222,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,yes
46,services,married,high.school,no,yes,no,cellular,jul,mon,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
35,admin,married,university.degree,no,no,no,cellular,jun,thu,121,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
29,admin,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
85,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,181,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
31,management,single,university.degree,no,yes,no,cellular,may,thu,165,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
29,technician,single,professional.course,no,yes,yes,cellular,nov,fri,215,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
29,bluecollar,divorced,high.school,no,no,no,cellular,may,fri,760,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
26,management,single,university.degree,no,yes,no,cellular,nov,mon,112,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,yes
57,management,married,basic.4y,unknown,yes,no,cellular,may,fri,10,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
35,services,married,high.school,no,yes,no,telephone,may,tue,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
59,retired,married,basic.9y,no,no,no,cellular,jul,mon,551,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
37,admin,married,high.school,no,no,yes,telephone,may,thu,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
55,admin,married,professional.course,no,yes,yes,cellular,aug,tue,482,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
36,admin,single,high.school,no,no,no,cellular,apr,fri,193,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
34,bluecollar,single,basic.9y,no,no,no,cellular,may,thu,484,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
29,admin,married,high.school,no,no,no,cellular,jul,thu,48,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
47,bluecollar,single,basic.4y,unknown,yes,no,telephone,may,wed,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
30,admin,single,university.degree,no,yes,no,cellular,jun,wed,107,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
33,unemployed,single,unknown,no,no,no,cellular,jul,tue,211,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
59,retired,married,basic.4y,no,yes,yes,cellular,aug,thu,265,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
36,admin,married,high.school,no,no,no,telephone,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
55,technician,married,basic.9y,unknown,no,no,telephone,jun,mon,362,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
48,services,married,basic.6y,no,no,no,cellular,jul,wed,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
63,technician,married,unknown,no,yes,no,cellular,aug,tue,173,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes
42,bluecollar,married,basic.6y,unknown,yes,no,telephone,may,mon,454,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
32,admin,married,university.degree,no,yes,yes,cellular,nov,thu,51,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
26,bluecollar,married,professional.course,no,yes,no,cellular,may,thu,649,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
38,bluecollar,divorced,unknown,no,no,no,telephone,jun,fri,278,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
29,bluecollar,single,basic.4y,no,yes,no,cellular,may,fri,13,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
36,bluecollar,single,basic.9y,no,yes,yes,telephone,jun,thu,762,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
47,services,married,unknown,no,no,no,telephone,may,wed,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
41,services,married,basic.9y,no,no,no,telephone,may,tue,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
32,bluecollar,married,basic.9y,no,unknown,unknown,telephone,apr,fri,108,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,yes
34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,yes
55,admin,married,unknown,no,yes,yes,cellular,nov,thu,591,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
53,technician,married,university.degree,no,unknown,unknown,cellular,apr,thu,758,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,yes
32,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jul,tue,258,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
42,bluecollar,married,basic.9y,no,no,no,telephone,may,wed,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
33,services,married,high.school,unknown,no,no,cellular,nov,thu,117,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
33,bluecollar,married,basic.4y,no,yes,no,telephone,jun,fri,78,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
26,services,single,high.school,unknown,yes,yes,telephone,jul,fri,11,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
47,services,divorced,basic.4y,no,yes,no,telephone,jun,fri,60,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
33,bluecollar,married,basic.6y,unknown,yes,yes,telephone,may,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
49,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes
47,admin,divorced,high.school,no,no,no,cellular,jul,mon,480,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
27,bluecollar,single,basic.9y,no,no,yes,telephone,jun,thu,869,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
46,services,divorced,high.school,no,no,no,cellular,may,mon,222,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,82,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,yes
30,admin,married,university.degree,no,yes,yes,cellular,apr,thu,82,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
48,retired,married,basic.4y,unknown,yes,yes,telephone,jul,mon,27,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
42,technician,single,high.school,unknown,yes,no,telephone,may,wed,617,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
56,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
39,services,single,high.school,unknown,no,no,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
30,admin,married,university.degree,no,yes,no,cellular,may,fri,129,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,yes
32,technician,single,university.degree,no,yes,no,telephone,jul,thu,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
38,technician,married,high.school,no,unknown,unknown,cellular,aug,tue,234,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
28,admin,married,high.school,no,unknown,unknown,cellular,jul,tue,502,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
37,bluecollar,married,basic.6y,no,unknown,unknown,cellular,oct,fri,93,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,yes
31,bluecollar,married,basic.4y,unknown,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
46,admin,divorced,university.degree,no,yes,no,telephone,may,tue,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
28,management,single,university.degree,no,no,no,telephone,jun,thu,651,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
26,services,single,high.school,no,yes,no,telephone,may,tue,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,57,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,73,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,83,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
38,technician,married,professional.course,unknown,no,no,telephone,may,mon,407,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
45,bluecollar,married,basic.6y,no,yes,no,telephone,jun,mon,134,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
55,technician,married,university.degree,no,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
30,admin,single,university.degree,no,no,no,cellular,nov,fri,331,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
30,admin,divorced,university.degree,no,yes,no,cellular,nov,wed,589,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
34,services,married,high.school,no,no,no,telephone,jun,fri,9,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
50,bluecollar,divorced,basic.4y,no,no,no,cellular,jul,thu,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
57,retired,married,university.degree,no,yes,no,cellular,aug,wed,187,1,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,yes
35,admin,married,university.degree,no,no,no,telephone,may,wed,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
39,admin,single,university.degree,no,yes,no,cellular,nov,wed,514,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
20,student,single,high.school,no,no,no,cellular,nov,wed,187,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
27,student,single,professional.course,no,no,no,telephone,nov,thu,72,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,yes
24,bluecollar,married,basic.9y,unknown,yes,no,telephone,may,thu,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
55,bluecollar,married,basic.9y,no,yes,yes,cellular,aug,thu,142,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
55,retired,divorced,basic.4y,unknown,no,no,cellular,may,wed,526,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,59,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
40,services,single,high.school,no,no,no,cellular,may,wed,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
59,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
42,management,married,university.degree,unknown,yes,no,cellular,aug,thu,109,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
26,admin,single,basic.4y,no,yes,yes,telephone,jun,tue,68,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
30,technician,single,high.school,no,yes,no,cellular,aug,thu,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
53,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,126,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
29,management,single,university.degree,no,yes,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
35,services,single,basic.9y,no,no,no,cellular,jul,fri,102,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
38,admin,married,university.degree,no,yes,no,cellular,aug,tue,19,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
32,admin,married,high.school,no,yes,yes,telephone,apr,mon,24,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
36,bluecollar,married,high.school,no,yes,no,cellular,dec,thu,234,1,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,yes
34,bluecollar,married,basic.4y,no,no,yes,telephone,may,thu,23,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
54,bluecollar,married,basic.4y,unknown,no,no,cellular,aug,thu,65,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
52,bluecollar,married,high.school,no,no,no,cellular,may,tue,57,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
52,retired,married,university.degree,no,yes,yes,telephone,nov,mon,215,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
36,admin,single,university.degree,no,yes,no,cellular,nov,thu,287,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
31,technician,single,professional.course,no,no,no,cellular,aug,mon,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
46,technician,married,university.degree,no,no,no,cellular,jul,thu,124,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
34,admin,married,university.degree,no,no,no,cellular,may,wed,329,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
40,self-employed,single,university.degree,no,no,yes,cellular,jun,wed,54,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,yes
40,technician,single,high.school,no,no,no,cellular,aug,fri,85,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
46,admin,divorced,university.degree,no,yes,yes,cellular,nov,wed,184,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,yes
56,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,687,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
54,services,married,unknown,no,no,no,telephone,may,tue,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
30,admin,married,university.degree,no,yes,no,cellular,aug,thu,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
41,services,married,high.school,unknown,yes,no,cellular,nov,thu,255,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
32,services,married,high.school,no,no,no,telephone,may,tue,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
43,management,divorced,high.school,no,yes,no,cellular,nov,mon,488,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
30,admin,married,university.degree,no,yes,no,telephone,may,fri,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
35,admin,single,high.school,no,yes,no,cellular,nov,tue,106,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
25,bluecollar,married,high.school,unknown,yes,no,cellular,jul,tue,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
32,unemployed,married,professional.course,no,yes,no,telephone,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,yes
35,admin,single,university.degree,no,yes,no,cellular,jul,mon,167,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
57,management,divorced,university.degree,no,yes,no,telephone,may,wed,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
33,admin,single,high.school,no,yes,no,cellular,oct,mon,61,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,yes
47,bluecollar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
36,admin,single,high.school,no,yes,no,cellular,apr,fri,413,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,270,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
43,admin,divorced,high.school,no,yes,yes,cellular,may,thu,892,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
27,admin,single,university.degree,no,no,no,cellular,mar,tue,238,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes
34,technician,married,professional.course,no,no,no,cellular,aug,mon,123,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes
39,technician,married,high.school,no,no,no,cellular,nov,fri,749,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
56,retired,married,basic.4y,no,no,no,cellular,nov,tue,130,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
31,services,single,high.school,no,yes,no,cellular,may,tue,28,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
20,student,single,unknown,no,yes,yes,cellular,apr,tue,47,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
39,admin,married,university.degree,no,no,no,cellular,may,fri,272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
50,services,married,high.school,no,yes,no,cellular,aug,mon,54,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
38,unknown,married,unknown,unknown,no,no,telephone,may,mon,362,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
36,admin,married,university.degree,no,no,no,cellular,jul,mon,61,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
39,technician,married,professional.course,no,yes,no,cellular,aug,mon,247,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes
52,admin,married,high.school,no,no,no,telephone,may,wed,643,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
59,management,married,university.degree,no,no,no,cellular,dec,thu,112,4,999,1,failure,-3,92.713,-33,0.7,5023.5,yes
33,management,married,university.degree,no,yes,no,cellular,may,wed,85,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
33,admin,married,high.school,no,yes,no,telephone,may,wed,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
39,admin,married,university.degree,unknown,no,no,telephone,may,fri,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
29,technician,single,high.school,no,yes,no,cellular,aug,tue,130,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
35,admin,divorced,university.degree,no,yes,no,telephone,may,fri,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
38,bluecollar,married,basic.4y,no,no,no,cellular,apr,tue,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
32,admin,single,university.degree,no,no,no,cellular,aug,mon,200,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes
42,admin,single,university.degree,no,yes,yes,telephone,may,wed,938,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
53,technician,married,professional.course,no,no,no,telephone,may,fri,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
43,entrepreneur,married,professional.course,no,yes,yes,cellular,may,fri,114,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,yes
35,bluecollar,single,basic.6y,no,no,no,telephone,jun,fri,81,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
36,technician,single,professional.course,no,no,yes,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
38,services,married,basic.9y,no,no,no,telephone,jun,fri,31,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
24,bluecollar,single,basic.9y,no,yes,no,cellular,jul,wed,590,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
31,entrepreneur,divorced,basic.4y,no,no,no,cellular,nov,tue,152,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
68,retired,married,university.degree,no,yes,no,cellular,jul,mon,546,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,yes
32,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,85,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
31,admin,married,high.school,unknown,yes,yes,telephone,jun,wed,135,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
37,admin,married,high.school,no,unknown,unknown,cellular,jul,thu,56,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
34,self-employed,single,university.degree,no,yes,no,cellular,may,mon,102,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
42,services,married,high.school,no,no,no,cellular,may,mon,312,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
33,admin,divorced,university.degree,no,yes,no,cellular,nov,thu,214,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,yes
43,self-employed,married,basic.4y,no,no,yes,cellular,nov,wed,206,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
40,technician,single,unknown,no,yes,no,telephone,jul,wed,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
41,admin,married,university.degree,no,yes,no,cellular,aug,fri,47,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
39,bluecollar,divorced,basic.9y,unknown,no,no,telephone,may,tue,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
36,admin,single,basic.6y,no,yes,no,telephone,may,wed,125,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
36,services,married,high.school,unknown,no,no,telephone,jun,tue,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
40,admin,married,basic.9y,no,no,no,telephone,may,tue,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
41,bluecollar,married,basic.4y,no,yes,no,telephone,jun,mon,132,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
39,admin,divorced,high.school,no,no,no,cellular,jul,tue,121,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
47,management,married,high.school,no,no,yes,cellular,apr,fri,245,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
